*Item,*Source,*Dest
3257948,805,506
3503165,805,506
3437750,805,506
3437749,805,506
3372212,805,506
3160021,805,506
3386509,805,506
3160024,805,506
3160023,805,506
3386508,805,506
3386507,805,506
3372213,805,506
3160022,805,506
3452209,805,506
3132145,805,506
3137587,805,506
3137588,805,506
3540979,805,506
3513552,805,506
3538788,805,506
3538789,805,506
3553316,805,506
3517119,805,506
3517120,805,506
3535758,805,506
3535759,805,506
3535760,805,506
3535761,805,506
3521129,805,506
3521130,805,506
3501642,805,506
3217105,805,506
3007093,805,506
3333830,805,506
3333828,805,506
3277950,805,506
3540980,805,506
3333835,805,506
3386504,805,506
3282513,805,506
3110821,805,506
3110820,805,506
3282741,805,506
3545291,805,506
3545292,805,506
3314078,805,506
3192268,805,506
3530732,805,506
3530731,805,506
3530734,805,506
3530733,805,506
3427995,801,506
3348492,801,506
3318852,801,506
3408152,801,506
3529244,801,506
3529243,801,506
3529245,801,506
3352387,801,506
3373113,801,506
3384347,801,506
3384346,801,506
3530491,801,506
3284683,801,506
3529248,801,506
3512339,801,506
3495684,801,506
3199550,801,506
3276843,801,506
3205668,801,506
3229501,801,506
3231570,801,506
3005075,801,506
3005077,801,506
3005073,801,506
3214107,801,506
3387857,801,506
3003245,801,506
3003246,801,506
3401494,801,506
3524289,801,506
3278389,801,506
3278390,801,506
3538108,801,506
3440244,801,506
3481810,801,506
3451265,801,506
3468909,801,506
3442481,801,506
3440249,801,506
3488562,801,506
3413712,801,506
3413711,801,506
3413710,801,506
3422161,801,506
3440252,801,506
3422157,801,506
3529246,801,506
3529247,801,506
3479885,801,506
3492416,801,506
3440951,801,506
3295200,801,506
3509078,801,506
3054535,801,506
