*Item,*Source,*Dest
3535608,801,153
3536397,801,153
3536484,801,153
3536485,801,153
3536486,801,153
3168728,801,153
3490335,801,153
3490337,801,153
3518674,801,153
3518677,801,153
3518681,801,153
3519231,801,153
3557778,801,153
3307987,801,153
3352971,801,153
3450271,801,153
3362388,801,153
3246587,801,153
3281320,801,153
3336962,801,153
3336963,801,153
3460722,801,153
3460723,801,153
3413586,801,153
3422252,801,153
3422473,801,153
3422474,801,153
3543334,801,153
3543871,801,153
3543872,801,153
3342477,801,153
3342479,801,153
3343026,801,153
3409369,801,153
3419129,801,153
3537715,801,153
3538420,801,153
3538566,801,153
3541392,801,153
3541467,801,153
3541546,801,153
3541547,801,153
3541924,801,153
3541939,801,153
3541940,801,153
3541941,801,153
3541460,805,133
3196366,805,133
3196367,805,133
3386503,805,133
3491953,805,133
3257948,805,133
3285331,805,133
3515340,805,133
3515342,805,133
3515343,805,133
3513553,805,133
3513554,805,133
3372214,805,133
3524461,805,133
3524462,805,133
3537271,805,133
3384314,805,133
3437750,805,133
3525114,805,133
3525115,805,133
3538788,805,133
3540979,805,133
3540980,805,133
3541461,805,133
3196362,805,133
3196363,805,133
3196365,805,133
3196368,805,133
3408174,805,133
3503165,805,133
3503301,805,133
3503302,805,133
3489126,801,133
3524289,801,133
3503221,801,133
3427995,801,133
3102394,801,133
3102395,801,133
3489128,801,133
3492416,801,133
3512339,801,133
3521651,801,133
3521652,801,133
3460189,801,133
3361960,801,133
3545693,801,133
3502829,801,133
3063378,801,133
3442481,801,133
3440244,801,133
3440252,801,133
3468909,801,133
3413710,801,133
3413711,801,133
3422157,801,133
3422161,801,133
3432384,801,133
3432386,801,133
3050100,801,133
3054513,801,133
3054515,801,133
3054516,801,133
3054518,801,133
3054519,801,133
3054520,801,133
3244892,801,133
3103654,801,133
3054535,801,133
3097779,801,133
3325998,801,133
3509078,801,133
3488561,801,133
3440951,801,133
3440955,801,133
3493826,801,133
3503267,801,133
3390935,801,133
3387857,801,133
3505767,801,133
3479885,801,133
3529243,801,133
3529244,801,133
3529245,801,133
3529246,801,133
3529247,801,133
3529248,801,133
3538108,801,133
3524070,801,133
3530862,801,133
3441648,801,133
3431913,801,133
3533269,801,133
3334803,801,133
3334806,801,133
3158922,801,133
3278393,801,133
3278394,801,133
3365055,801,133
3507858,801,133
3518223,801,133
3554245,801,133
3430010,801,133
3543335,801,133
3348369,801,133
3547927,801,133
3541466,801,133
3518675,801,133
3507586,801,133
3554236,801,133
3437855,801,133
3437856,801,133
3438238,801,133
3055286,801,133
3055291,801,133
3062359,801,133
3318296,801,133
3509230,801,133
3509231,801,133
3509236,801,133
3101964,801,133
3101976,801,133
3102010,801,133
3103381,801,133
3368148,801,133
3368149,801,133
3368150,801,133
3476199,801,133
3476200,801,133
3476202,801,133
3538419,801,133
3543870,801,133
3541545,801,133
3557783,801,133
3557782,801,133
3348368,801,133
3448564,801,133
3385771,801,133
3295021,801,133
3295023,801,133
3412002,801,133
3497612,801,133
3533694,801,133
3533695,801,133
3459960,801,133
3556029,801,133
3490336,801,133
3055154,801,133
3327143,801,133
3032106,801,133
3457912,801,133
3457913,801,133
3457914,801,133
3457915,801,133
3325237,801,133
3444318,801,133
3350608,801,133
3181800,801,133
3493317,801,133
3493318,801,133
3493423,801,133
3493424,801,133
3390753,801,133
3494102,801,133
3538906,801,133
3538907,801,133
3555039,801,133
3134265,801,133
3434405,801,133
3531392,801,133
3523140,801,133
3523141,801,133
3523181,801,133
3440906,801,133
3521073,801,133
3521074,801,133
3374926,801,133
3404154,801,133
3414888,801,133
3508978,801,133
3487359,801,133
3487361,801,133
3487363,801,133
3487364,801,133
3487366,801,133
3528748,801,133
3433469,801,133
3513947,801,133
3513972,801,133
3524413,801,133
3524414,801,133
3524415,801,133
3524416,801,133
3312777,801,133
3458930,801,133
3446427,801,133
3556424,801,133
3556030,801,133
3392951,801,133
3371132,801,133
3477798,801,133
3364612,801,133
3455364,801,133
3406659,801,133
3422250,801,133
3011823,801,133
3509235,801,133
3438240,801,133
3436536,801,133
3537737,801,133
3548188,801,133
3548189,801,133
3548191,801,133
3555041,801,133
3555042,801,133
3546767,801,133
3555040,801,133
3503276,801,133
3503277,801,133
3490338,801,133
3550806,801,133
3533214,801,133
3533215,801,133
3536400,801,133
3536486,801,133
3168728,801,133
3490335,801,133
3518677,801,133
3518681,801,133
3518682,801,133
3362388,801,133
3281320,801,133
3281321,801,133
3336962,801,133
3460723,801,133
3422473,801,133
3422474,801,133
3542951,801,133
3543334,801,133
3298489,801,133
3343029,801,133
3343030,801,133
3545124,801,133
3546388,801,133
3546389,801,133
3546390,801,133
3546391,801,133
3547498,801,133
3547499,801,133
3548190,801,133
3504124,801,133
3538420,801,133
3538566,801,133
3538567,801,133
3538568,801,133
3538569,801,133
3538570,801,133
3538571,801,133
3541392,801,133
3541467,801,133
3541546,801,133
3541547,801,133
3541924,801,133
3541940,801,133
3541941,801,133
3407767,801,133
3541460,805,154
3196366,805,154
3196367,805,154
3386503,805,154
3491953,805,154
3285331,805,154
3515340,805,154
3515343,805,154
3513553,805,154
3513554,805,154
3513555,805,154
3288046,805,154
3372214,805,154
3271310,805,154
3437750,805,154
3525114,805,154
3463139,805,154
3296686,805,154
3541461,805,154
3196362,805,154
3196363,805,154
3196365,805,154
3196368,805,154
3408174,805,154
3408176,805,154
3505767,801,154
3488562,801,154
3488563,801,154
3441648,801,154
3442481,801,154
3390935,801,154
3479885,801,154
3492416,801,154
3431913,801,154
3440244,801,154
3440249,801,154
3440252,801,154
3440951,801,154
3440952,801,154
3440953,801,154
3440955,801,154
3521651,801,154
3529246,801,154
3529247,801,154
3509078,801,154
3507857,801,154
3507858,801,154
3518223,801,154
3430010,801,154
3543335,801,154
3541465,801,154
3541466,801,154
3518676,801,154
3550848,801,154
3507586,801,154
3554236,801,154
3509230,801,154
3509231,801,154
3509233,801,154
3368148,801,154
3368149,801,154
3476198,801,154
3448564,801,154
3385771,801,154
3295021,801,154
3295023,801,154
3412002,801,154
3533694,801,154
3533695,801,154
3459960,801,154
3490336,801,154
3457912,801,154
3457913,801,154
3493317,801,154
3538906,801,154
3538907,801,154
3449947,801,154
3434405,801,154
3515856,801,154
3523141,801,154
3521073,801,154
3487359,801,154
3487363,801,154
3487364,801,154
3372352,801,154
3528748,801,154
3513972,801,154
3524413,801,154
3524414,801,154
3524415,801,154
3524416,801,154
3312777,801,154
3446423,801,154
3446427,801,154
3455364,801,154
3507585,801,154
3011823,801,154
3537737,801,154
3503277,801,154
3342478,801,154
3168728,801,154
3490335,801,154
3490337,801,154
3518677,801,154
3518681,801,154
3557778,801,154
3281320,801,154
3460723,801,154
3422474,801,154
3504123,801,154
3504124,801,154
3541467,801,154
3541460,805,509
3513556,805,509
3196366,805,509
3196367,805,509
3501640,805,509
3545292,805,509
3132145,805,509
3491953,805,509
3008485,805,509
3054651,805,509
3123559,805,509
3285331,805,509
3008478,805,509
3008479,805,509
3008481,805,509
3008482,805,509
3008486,805,509
3008490,805,509
3140316,805,509
3137587,805,509
3137588,805,509
3515340,805,509
3515343,805,509
3513552,805,509
3513553,805,509
3513554,805,509
3513555,805,509
3314078,805,509
3288046,805,509
3524462,805,509
3192268,805,509
3553316,805,509
3271310,805,509
3384314,805,509
3437750,805,509
3525114,805,509
3525115,805,509
3282737,805,509
3463139,805,509
3007093,805,509
3296686,805,509
3545291,805,509
3537640,805,509
3538788,805,509
3538789,805,509
3540979,805,509
3540980,805,509
3541461,805,509
3196362,805,509
3196363,805,509
3196365,805,509
3196368,805,509
3503302,805,509
3507857,801,509
3507858,801,509
3517501,801,509
3518223,801,509
3554245,801,509
3430008,801,509
3430009,801,509
3554248,801,509
3543335,801,509
3552977,801,509
3348369,801,509
3550808,801,509
3541465,801,509
3541466,801,509
3552978,801,509
3552976,801,509
3518675,801,509
3518676,801,509
3554249,801,509
3554247,801,509
3536487,801,509
3528752,801,509
3550848,801,509
3550850,801,509
3542949,801,509
3542950,801,509
3404156,801,509
3507586,801,509
3554236,801,509
3437855,801,509
3437856,801,509
3438238,801,509
3519561,801,509
3055280,801,509
3055281,801,509
3055284,801,509
3055286,801,509
3055287,801,509
3055288,801,509
3055289,801,509
3055291,801,509
3062359,801,509
3318296,801,509
3501372,801,509
3509230,801,509
3509231,801,509
3509233,801,509
3101964,801,509
3101976,801,509
3102010,801,509
3103381,801,509
3103382,801,509
3368148,801,509
3368149,801,509
3368150,801,509
3368151,801,509
3475383,801,509
3476195,801,509
3476196,801,509
3476200,801,509
3476202,801,509
3538419,801,509
3543870,801,509
3544246,801,509
3218628,801,509
3517621,801,509
3541545,801,509
3557777,801,509
3557783,801,509
3557782,801,509
3554246,801,509
3534601,801,509
3348367,801,509
3348368,801,509
3448564,801,509
3419927,801,509
3430007,801,509
3520753,801,509
3295021,801,509
3295023,801,509
3412002,801,509
3497612,801,509
3533694,801,509
3533695,801,509
3490336,801,509
3260451,801,509
3260454,801,509
3327143,801,509
3327144,801,509
3382940,801,509
3382941,801,509
3012794,801,509
3253175,801,509
3457912,801,509
3457913,801,509
3457914,801,509
3457915,801,509
3325237,801,509
3350607,801,509
3350608,801,509
3449943,801,509
3181800,801,509
3389078,801,509
3493317,801,509
3493318,801,509
3493423,801,509
3493424,801,509
3390753,801,509
3390754,801,509
3494101,801,509
3494102,801,509
3392947,801,509
3538906,801,509
3538907,801,509
3134265,801,509
3387567,801,509
3387568,801,509
3387569,801,509
3479552,801,509
3434405,801,509
3506580,801,509
3515856,801,509
3531392,801,509
3523140,801,509
3523141,801,509
3523363,801,509
3523364,801,509
3523365,801,509
3440906,801,509
3521071,801,509
3521072,801,509
3521073,801,509
3374925,801,509
3374926,801,509
3374927,801,509
3403272,801,509
3404154,801,509
3414888,801,509
3508978,801,509
3382457,801,509
3487359,801,509
3487363,801,509
3487364,801,509
3487366,801,509
3487674,801,509
3496126,801,509
3496127,801,509
3223203,801,509
3528748,801,509
3528749,801,509
3528750,801,509
3433469,801,509
3513945,801,509
3513947,801,509
3513972,801,509
3524413,801,509
3524414,801,509
3524415,801,509
3524416,801,509
3311633,801,509
3311748,801,509
3312777,801,509
3312779,801,509
3312780,801,509
3458930,801,509
3446427,801,509
3556424,801,509
3535085,801,509
3556030,801,509
3392119,801,509
3392949,801,509
3392951,801,509
3371132,801,509
3477798,801,509
3473447,801,509
3364612,801,509
3455364,801,509
3406659,801,509
3406719,801,509
3406721,801,509
3406723,801,509
3507585,801,509
3419604,801,509
3422250,801,509
3519233,801,509
3517502,801,509
3011823,801,509
3438240,801,509
3552975,801,509
3368152,801,509
3537737,801,509
3548188,801,509
3548189,801,509
3548191,801,509
3555041,801,509
3555042,801,509
3546767,801,509
3503276,801,509
3503277,801,509
3419131,801,509
3312781,801,509
3342478,801,509
3550806,801,509
3065101,801,509
3533214,801,509
3533215,801,509
3534020,801,509
3535084,801,509
3535595,801,509
3535596,801,509
3535608,801,509
3536397,801,509
3536399,801,509
3536400,801,509
3536484,801,509
3536485,801,509
3536486,801,509
3168728,801,509
3490335,801,509
3490337,801,509
3518674,801,509
3518677,801,509
3518681,801,509
3518682,801,509
3519231,801,509
3519232,801,509
3557778,801,509
3307987,801,509
3352971,801,509
3352974,801,509
3012311,801,509
3246587,801,509
3281313,801,509
3281318,801,509
3281320,801,509
3328714,801,509
3509253,801,509
3460722,801,509
3460723,801,509
3413586,801,509
3422249,801,509
3422251,801,509
3422252,801,509
3422474,801,509
3422581,801,509
3422583,801,509
3542948,801,509
3542951,801,509
3543334,801,509
3543871,801,509
3298487,801,509
3298488,801,509
3298489,801,509
3300069,801,509
3300070,801,509
3342479,801,509
3343029,801,509
3343030,801,509
3343031,801,509
3344279,801,509
3344291,801,509
3544249,801,509
3545124,801,509
3546388,801,509
3546389,801,509
3546390,801,509
3546391,801,509
3547498,801,509
3547499,801,509
3547500,801,509
3547501,801,509
3548190,801,509
3409369,801,509
3419129,801,509
3419602,801,509
3419603,801,509
3419605,801,509
3504123,801,509
3504124,801,509
3537715,801,509
3538420,801,509
3538565,801,509
3538568,801,509
3538570,801,509
3538908,801,509
3541385,801,509
3541386,801,509
3541387,801,509
3541388,801,509
3541389,801,509
3541390,801,509
3541392,801,509
3541467,801,509
3541546,801,509
3541924,801,509
3541940,801,509
3541941,801,509
3407767,801,509
3008482,805,161
3408174,805,161
3463139,805,161
3541460,805,161
3541461,805,161
3271310,805,161
3513553,805,161
3055281,801,161
3055286,801,161
3103382,801,161
3311633,801,161
3371132,801,161
3012260,801,161
3065101,801,161
3134265,801,161
3168728,801,161
3260451,801,161
3281318,801,161
3281321,801,161
3325237,801,161
3382940,801,161
3382941,801,161
3390753,801,161
3390754,801,161
3404154,801,161
3404156,801,161
3407767,801,161
3409368,801,161
3412002,801,161
3414888,801,161
3419131,801,161
3419927,801,161
3422252,801,161
3422581,801,161
3436536,801,161
3446427,801,161
3448563,801,161
3457912,801,161
3457913,801,161
3459960,801,161
3460723,801,161
3476197,801,161
3479552,801,161
3487361,801,161
3487364,801,161
3490338,801,161
3493317,801,161
3509230,801,161
3513972,801,161
3517621,801,161
3521072,801,161
3521074,801,161
3523181,801,161
3523364,801,161
3523365,801,161
3524414,801,161
3524415,801,161
3524416,801,161
3536398,801,161
3536399,801,161
3538568,801,161
3541545,801,161
3541546,801,161
3541547,801,161
3541924,801,161
3541939,801,161
3541940,801,161
3547927,801,161
3550848,801,161
3550850,801,161
3550852,801,161
3552976,801,161
3554245,801,161
3430485,801,161
3012794,801,161
3055280,801,161
3223203,801,161
3246587,801,161
3253175,801,161
3300069,801,161
3307987,801,161
3382457,801,161
3493423,801,161
3493424,801,161
3504123,801,161
3504124,801,161
3518223,801,161
3518674,801,161
3518677,801,161
3523140,801,161
3528748,801,161
3537737,801,161
3538419,801,161
3538420,801,161
3538907,801,161
3440906,801,161
3477799,801,161
3477800,801,161
3427998,801,180
3063378,801,180
3416680,801,180
3416681,801,180
3102394,801,180
3102395,801,180
3103654,801,180
3368786,801,180
3295196,801,180
3295197,801,180
3295199,801,180
3295200,801,180
3505767,801,180
3054513,801,180
3054515,801,180
3054516,801,180
3054518,801,180
3054519,801,180
3054520,801,180
3054535,801,180
3097779,801,180
3488561,801,180
3488562,801,180
3488563,801,180
3441648,801,180
3442481,801,180
3444798,801,180
3444807,801,180
3138983,801,180
3481810,801,180
3387857,801,180
3479885,801,180
3492416,801,180
3431913,801,180
3431961,801,180
3432384,801,180
3432386,801,180
3431039,801,180
3431040,801,180
3440244,801,180
3440252,801,180
3440951,801,180
3440952,801,180
3440955,801,180
3521652,801,180
3003392,801,180
3003424,801,180
3003425,801,180
3334806,801,180
3460189,801,180
3500252,801,180
3004519,801,180
3004551,801,180
3529243,801,180
3529244,801,180
3529245,801,180
3529246,801,180
3529247,801,180
3530862,801,180
3524070,801,180
3524071,801,180
3524289,801,180
3040978,801,180
3040982,801,180
3040988,801,180
3356234,801,180
3494751,801,180
3084504,801,180
3365211,801,180
3278393,801,180
3365055,801,180
3510698,801,180
3510699,801,180
3510700,801,180
3175364,801,180
3403160,801,180
3413712,801,180
3361960,801,180
3536326,801,180
3509078,801,180
3519044,801,180
3525167,801,180
3244892,801,180
3113220,801,180
3113222,801,180
3466390,801,180
3216135,801,180
3217598,801,180
3337528,801,180
3400708,801,180
3422157,801,180
3422161,801,180
3232250,801,180
3201689,801,180
3205668,801,180
3538108,801,180
3495684,801,180
3503267,801,180
3063378,801,155
3103654,801,155
3054516,801,155
3054518,801,155
3054520,801,155
3054535,801,155
3097779,801,155
3387857,801,155
3479885,801,155
3492416,801,155
3521651,801,155
3334803,801,155
3004519,801,155
3004551,801,155
3529244,801,155
3529246,801,155
3529247,801,155
3494751,801,155
3084503,801,155
3509078,801,155
3201689,801,155
3507857,801,155
3518223,801,155
3554245,801,155
3430010,801,155
3554248,801,155
3543335,801,155
3547927,801,155
3552978,801,155
3554249,801,155
3554247,801,155
3550848,801,155
3519234,801,155
3404156,801,155
3438238,801,155
3055286,801,155
3318296,801,155
3509230,801,155
3509231,801,155
3509233,801,155
3509234,801,155
3509236,801,155
3101964,801,155
3101976,801,155
3102010,801,155
3283554,801,155
3368148,801,155
3368149,801,155
3368150,801,155
3476195,801,155
3476196,801,155
3476199,801,155
3476200,801,155
3476202,801,155
3543870,801,155
3517621,801,155
3557782,801,155
3554246,801,155
3448562,801,155
3448564,801,155
3419927,801,155
3295021,801,155
3295023,801,155
3412002,801,155
3497612,801,155
3403438,801,155
3490336,801,155
3260451,801,155
3314547,801,155
3383607,801,155
3457912,801,155
3457913,801,155
3444318,801,155
3350607,801,155
3350608,801,155
3181800,801,155
3493317,801,155
3493423,801,155
3493424,801,155
3390753,801,155
3422584,801,155
3479552,801,155
3434405,801,155
3419926,801,155
3523364,801,155
3523365,801,155
3440906,801,155
3521072,801,155
3521073,801,155
3521074,801,155
3403272,801,155
3382457,801,155
3487359,801,155
3487361,801,155
3487363,801,155
3487364,801,155
3487674,801,155
3528748,801,155
3433469,801,155
3513945,801,155
3513947,801,155
3513972,801,155
3524413,801,155
3524414,801,155
3524415,801,155
3524416,801,155
3311633,801,155
3312777,801,155
3458930,801,155
3446423,801,155
3446427,801,155
3392951,801,155
3455364,801,155
3507585,801,155
3422250,801,155
3517502,801,155
3476197,801,155
3011823,801,155
3509235,801,155
3537737,801,155
3503276,801,155
3503277,801,155
3490338,801,155
3065131,801,155
3168728,801,155
3490335,801,155
3490337,801,155
3518681,801,155
3246587,801,155
3281318,801,155
3281320,801,155
3509253,801,155
3336962,801,155
3460723,801,155
3422259,801,155
3422473,801,155
3422474,801,155
3342479,801,155
3343026,801,155
3344279,801,155
3409368,801,155
3419129,801,155
3504123,801,155
3504124,801,155
3541467,801,155
3524070,801,160
3530862,801,160
3387857,801,160
3492416,801,160
3521651,801,160
3545693,801,160
3103654,801,160
3054535,801,160
3509078,801,160
3479885,801,160
3529246,801,160
3529247,801,160
3063378,801,160
3054516,801,160
3054518,801,160
3518223,801,160
3543335,801,160
3541465,801,160
3541466,801,160
3518676,801,160
3536487,801,160
3557777,801,160
3534601,801,160
3533694,801,160
3533695,801,160
3493423,801,160
3493424,801,160
3538906,801,160
3538907,801,160
3523141,801,160
3528748,801,160
3535085,801,160
3537737,801,160
3550806,801,160
3534020,801,160
3535084,801,160
3535608,801,160
3518677,801,160
3504124,801,160
3541467,801,160
3477798,801,160
3477799,801,160
3477800,801,160
3473447,801,160
3430485,801,160
3217698,801,160
3444794,801,160
3392121,801,160
3055281,801,160
3055286,801,160
3382457,801,160
3487366,801,160
3246587,801,160
3494100,801,160
3494101,801,160
3494103,801,160
3430010,801,160
3497612,801,160
3327144,801,160
3350607,801,160
3350608,801,160
3440906,801,160
3372352,801,160
3364612,801,160
3336962,801,160
3343026,801,160
3343029,801,160
3343030,801,160
3507857,801,160
3507858,801,160
3554245,801,160
3550852,801,160
3554248,801,160
3552977,801,160
3547927,801,160
3552978,801,160
3552976,801,160
3554249,801,160
3550848,801,160
3550850,801,160
3509230,801,160
3509231,801,160
3368148,801,160
3368149,801,160
3517621,801,160
3448562,801,160
3295021,801,160
3295023,801,160
3412002,801,160
3457912,801,160
3457913,801,160
3493317,801,160
3493318,801,160
3390753,801,160
3434405,801,160
3521072,801,160
3521073,801,160
3521074,801,160
3414888,801,160
3508978,801,160
3487359,801,160
3487361,801,160
3487363,801,160
3487364,801,160
3513945,801,160
3513972,801,160
3524413,801,160
3524414,801,160
3524415,801,160
3524416,801,160
3312777,801,160
3312779,801,160
3446423,801,160
3446427,801,160
3556424,801,160
3556030,801,160
3455364,801,160
3392950,801,160
3011823,801,160
3509235,801,160
3438240,801,160
3436536,801,160
3552975,801,160
3555042,801,160
3546767,801,160
3555040,801,160
3503276,801,160
3503277,801,160
3419131,801,160
3312781,801,160
3533215,801,160
3536400,801,160
3168728,801,160
3168729,801,160
3168730,801,160
3518681,801,160
3518682,801,160
3518688,801,160
3450271,801,160
3362388,801,160
3281320,801,160
3281321,801,160
3460723,801,160
3422474,801,160
3543871,801,160
3342477,801,160
3342479,801,160
3344279,801,160
