ITEM,VENDOR,DESCR,NOTE,NH
3422157,12320,111-Cty TNHH MTV TNI,PKD - G?1,2
3422161,12320,111-Cty TNHH MTV TNI,PKD - G?1,2
3422249,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422251,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422252,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422259,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422432,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,HNR - G?1,3
3422473,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422474,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422581,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422583,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3542948,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3542951,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3543334,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3543871,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3543872,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3007093,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3290133,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3290134,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3298228,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3298487,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3298488,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3298489,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3300069,12989,100-CTY TNHH SAMRAN,PKD - G?1,4
3300070,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3300071,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3345933,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3447980,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3229501,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3231570,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3232249,21018,100-Congty CP Phuc Long Heritage-NR,HNR - G?1,2
3232250,21018,100-Congty CP Phuc Long Heritage-NR,HNR - G?1,2
3296686,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3341299,19939,100-Cty TNHH Muoi Thanh Phat-NR,HNR - G?1,2
3342477,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3342479,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3343026,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3343029,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3343030,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3343031,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3343735,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3344279,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3344291,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3544249,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3545124,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3545291,16760,110-Cua Hang Hue Lam,PKD - G?1,3
3545693,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3546388,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3546389,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3546390,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3546391,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3547498,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3547499,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3547500,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3547501,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3548190,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3201689,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3205668,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3409368,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3409369,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3419129,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3419602,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3419603,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3419605,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3504123,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3504124,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3537640,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,HNR - G?1,3
3537715,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3538108,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3538420,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3538565,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3538566,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3538567,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3538568,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3538569,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3538570,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3538571,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3538788,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,PKD - G?1,3
3538789,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,PKD - G?1,3
3538908,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3540798,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,HNR - G?1,4
3540979,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,PKD - G?1,3
3540980,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,PKD - G?1,3
3541385,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541386,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541387,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541388,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541389,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541390,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541391,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541392,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541456,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3541457,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3541458,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3541461,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3541462,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3541467,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3541546,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541547,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541924,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541939,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541940,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541941,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3196362,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3196363,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3196365,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3196368,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3196370,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3199340,12547,131-Cty CP Uniben,PKD - G?1,2
3199341,12547,131-Cty CP Uniben,PKD - G?1,2
3199342,12547,131-Cty CP Uniben,PKD - G?1,2
3199550,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3407767,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3408152,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3408174,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3408176,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3495684,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3502829,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3503165,16760,110-Cua Hang Hue Lam,PKD - G?1,3
3503221,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3503267,17639,100-Cty TNHH Eikodo Viet Nam-NR,HNR - G?1,2
3503301,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,HNR - G?1,3
3503302,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,HNR - G?1,3
3503303,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,HNR - G?1,3
