STT,ITEM,VENDOR,DESCR,TINH TRANG,STATUS
277,3542949,16964,100-CTy TNHH Tan Hop Thanh,,Y
278,3542950,16964,100-CTy TNHH Tan Hop Thanh,,Y
279,3430007,16964,100-CTy TNHH Tan Hop Thanh,,Y
280,3327144,16964,100-CTy TNHH Tan Hop Thanh,,Y
281,3449947,16964,100-CTy TNHH Tan Hop Thanh,,Y
282,3374926,16964,100-CTy TNHH Tan Hop Thanh,,Y
283,3311748,16964,100-CTy TNHH Tan Hop Thanh,,Y
284,3364612,16964,100-CTy TNHH Tan Hop Thanh,,Y
285,3542951,16964,100-CTy TNHH Tan Hop Thanh,,Y
286,3343029,16964,100-CTy TNHH Tan Hop Thanh,,Y
287,3343030,16964,100-CTy TNHH Tan Hop Thanh,,Y
288,3343031,16964,100-CTy TNHH Tan Hop Thanh,,Y
289,3550808,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
290,3541466,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
291,3518675,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
292,3518676,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
293,3531392,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
294,3523140,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
295,3496126,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
296,3518677,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
297,3537715,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
298,3541467,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
299,3517501,11773,110-CTy CP SX Nhua Duy Tan,,Y
300,3554245,11773,110-CTy CP SX Nhua Duy Tan,,Y
301,3550850,11773,110-CTy CP SX Nhua Duy Tan,,Y
302,3055153,11773,110-CTy CP SX Nhua Duy Tan,,Y
303,3260454,11773,110-CTy CP SX Nhua Duy Tan,,Y
304,3382941,11773,110-CTy CP SX Nhua Duy Tan,,Y
305,3434401,11773,110-CTy CP SX Nhua Duy Tan,,Y
306,3515856,11773,110-CTy CP SX Nhua Duy Tan,,Y
307,3288346,11773,110-CTy CP SX Nhua Duy Tan,,Y
308,3446427,11773,110-CTy CP SX Nhua Duy Tan,,Y
309,3342478,11773,110-CTy CP SX Nhua Duy Tan,,Y
310,3300071,11773,110-CTy CP SX Nhua Duy Tan,,Y
311,3344279,11773,110-CTy CP SX Nhua Duy Tan,,Y
312,3541385,11773,110-CTy CP SX Nhua Duy Tan,,Y
313,3541939,11773,110-CTy CP SX Nhua Duy Tan,,Y
314,3348369,16964,100-CTy TNHH Tan Hop Thanh,,Y
315,3318296,16964,100-CTy TNHH Tan Hop Thanh,,Y
316,3475383,16964,100-CTy TNHH Tan Hop Thanh,,Y
317,3348368,16964,100-CTy TNHH Tan Hop Thanh,,Y
318,3327143,16964,100-CTy TNHH Tan Hop Thanh,,Y
319,3350607,16964,100-CTy TNHH Tan Hop Thanh,,Y
320,3055291,10985,100-Cty TM&PT Cong Nghe Kolend,,Y
321,3440906,16964,100-CTy TNHH Tan Hop Thanh,,Y
322,3102010,13979,100-CTy TNHH Thuong Mai L.H,,Y
323,3406659,16964,100-CTy TNHH Tan Hop Thanh,,Y
324,3298489,16964,100-CTy TNHH Tan Hop Thanh,,Y
325,3494100,13468,100-CTY TNHH SAMRAN-NR,,Y
326,3430483,11777,100-CT CP Nhua Rang Dong Long An-NR,,Y
327,3543335,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
328,3528752,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
329,3557777,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
330,3523141,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
331,3528748,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
332,3535084,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
333,3557778,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
334,3055280,12989,100-CTY TNHH SAMRAN,"Khong KD , co  so do trung bay",N
335,3012794,12989,100-CTY TNHH SAMRAN,,Y
336,3253175,12989,100-CTY TNHH SAMRAN,,Y
337,3382457,12989,100-CTY TNHH SAMRAN,,Y
338,3487366,12989,100-CTY TNHH SAMRAN,,Y
339,3223203,12989,100-CTY TNHH SAMRAN,,Y
340,3307987,12989,100-CTY TNHH SAMRAN,,Y
341,3246587,12989,100-CTY TNHH SAMRAN,,Y
342,3300069,12989,100-CTY TNHH SAMRAN,,Y
